"AmbushConvoy_AssetDenial_NEW.contractName";"Asset Denial";"Asset Denial";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList0.dialogueContent0.words";"All right, Commander, our goal is to track down the convoy...";"All right, Commander, our goal is to track down the convoy...";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList0.dialogueContent1.words";"...so let's scout out the target area. When we've found the convoy, we stop it from reaching its destination.";"...so let's scout out the target area. When we've found the convoy, we stop it from reaching its destination.";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList0.dialogueContent2.words";"Then we make our way to the evac zone.";"Then we make our way to the evac zone.";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList0.dialogueContent3.words";"Get to it, Commander.";"Get to it, Commander.";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList1.dialogueContent0.words";"Mission accomplished. The fire support vehicles have been neutralized.";"Mission accomplished. The fire support vehicles have been neutralized.";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList2.dialogueContent0.words";"Nothing more to do here Commander, lets go home.";"Nothing more to do here Commander, lets go home.";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList3.dialogueContent0.words";"The target vehicles should be just ahead. Be careful commander, who knows what they're packing.";"The target vehicles should be just ahead. Be careful commander, who knows what they're packing.";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList4.dialogueContent0.words";"That's got it, primary target damaged. Keep on those ones.";"That's got it, primary target damaged. Keep on those ones.";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList5.dialogueContent0.words";"The guard units are dealt with; a wise move.";"The guard units are dealt with; a wise move.";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList6.dialogueContent0.words";"Warning, Commander! The target vehicles have begun to arrive at their destination; not much time left before they escape!";"Warning, Commander! The target vehicles have begun to arrive at their destination; not much time left before they escape!";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList7.dialogueContent0.words";"One down. Keep engaging those threats and we'll be out of here.";"One down. Keep engaging those threats and we'll be out of here.";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList8.dialogueContent0.words";"The convoy is finished, now get what 'mechs you have to the extraction point and we'll pull you out. Move quickly.";"The convoy is finished, now get what 'mechs you have to the extraction point and we'll pull you out. Move quickly.";;;
"AmbushConvoy_AssetDenial_NEW.dialogueList9.dialogueContent0.words";"We've got company!";"We've got company!";;;
"AmbushConvoy_AssetDenial_NEW.longDescription";"Commander, the targets will probably be on the slow and squishy side. But the reason we're being asked to hit them in transit, outside entrenched positions, is because they pack a punch.";"Commander, the targets will probably be on the slow and squishy side. But the reason we're being asked to hit them in transit, outside entrenched positions, is because they pack a punch.";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList0.description";"The objective for destroying the convoy units.";"The objective for destroying the convoy units.";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList0.title";"Destroy the {TEAM_TAR.FactionDef.Demonym} Convoy";"Destroy the {TEAM_TAR.FactionDef.Demonym} Convoy";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList1.description";"The objective for destroying the units guarding the convoy.";"The objective for destroying the units guarding the convoy.";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList1.title";"Destroy the {TEAM_TAR.FactionDef.Demonym} Guards";"Destroy the {TEAM_TAR.FactionDef.Demonym} Guards";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList2.description";"The objective for preventing the enemy from reaching their escape point, if this happens the player will lose.";"The objective for preventing the enemy from reaching their escape point, if this happens the player will lose.";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList2.title";"Stop Convoy from Escaping";"Stop Convoy from Escaping";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList3.description";"The objective for the player to intercept/observe the enemy convoy.";"The objective for the player to intercept/observe the enemy convoy.";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList3.title";"Recon the Convoy's Route";"Recon the Convoy's Route";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList4.description";"The objective for the player units escaping and finishing the mission.";"The objective for the player units escaping and finishing the mission.";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList4.title";"Get to the Evac Zone";"Get to the Evac Zone";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList5.description";"The objective for killing the additional units that ambush you.";"The objective for killing the additional units that ambush you.";;;
"AmbushConvoy_AssetDenial_NEW.objectiveList5.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"AmbushConvoy_AssetDenial_NEW.shortDescription";"A {TEAM_TAR.FactionDef.Name} detachment of fire support vehicles is on the move to a strategic location. {TEAM_EMP.FactionDef.Demonym} would prefer that they do not reach their destination.\n----\nA {TEAM_TAR.FactionDef.Demonym} detachment of fire support vehicles is on the move to a strategic location. {TEAM_EMP.FactionDef.Name} would prefer that they do not reach their destination.";"A {TEAM_TAR.FactionDef.Name} detachment of fire support vehicles is on the move to a strategic location. {TEAM_EMP.FactionDef.Demonym} would prefer that they do not reach their destination.";;;"#FF0000"
"AmbushConvoy_BackyardBarbecue.contractName";"Backyard Barbecue";"Backyard Barbecue";;;
"AmbushConvoy_BackyardBarbecue.dialogueList0.dialogueContent0.words";"According to these survey maps, you should be able to see the convoy's route from this location.";"According to these survey maps, you should be able to see the convoy's route from this location.";;;
"AmbushConvoy_BackyardBarbecue.dialogueList0.dialogueContent1.words";"Once you have eyes on them, destroy the vehicles. Any other units are at your discretion, but there shouldn't be much opposition.";"Once you have eyes on them, destroy the vehicles. Any other units are at your discretion, but there shouldn't be much opposition.";;;
"AmbushConvoy_BackyardBarbecue.dialogueList0.dialogueContent2.words";"Famous last words. Commander, when you're ready for pickup, I'll meet you at this LZ.";"Famous last words. Commander, when you're ready for pickup, I'll meet you at this LZ.";;;
"AmbushConvoy_BackyardBarbecue.dialogueList1.dialogueContent0.words";"Slightly more exciting than we were led to believe, but nothing we couldn't handle.";"Slightly more exciting than we were led to believe, but nothing we couldn't handle.";;;
"AmbushConvoy_BackyardBarbecue.dialogueList2.dialogueContent0.words";"This contract turned out to be slightly more exciting than we were led to believe.";"This contract turned out to be slightly more exciting than we were led to believe.";;;
"AmbushConvoy_BackyardBarbecue.dialogueList3.dialogueContent0.words";"We have a lock on the target vehicles. They should be to your front. Engage and destory, Commander.";"We have a lock on the target vehicles. They should be to your front. Engage and destory, Commander.";;;
"AmbushConvoy_BackyardBarbecue.dialogueList4.dialogueContent0.words";"That's got it, keep firing on those targets until they are neutralized. ";"That's got it, keep firing on those targets until they are neutralized. ";;;
"AmbushConvoy_BackyardBarbecue.dialogueList5.dialogueContent0.words";"That was an awful lot of metal on the field for 'not much opposition.'";"That was an awful lot of metal on the field for 'not much opposition.'";;;
"AmbushConvoy_BackyardBarbecue.dialogueList5.dialogueContent1.words";"Seems like our employers may have a leak.";"Seems like our employers may have a leak.";;;
"AmbushConvoy_BackyardBarbecue.dialogueList5.dialogueContent2.words";"I'm not seeing any more 'Mech signatures, at least, so that's money in the bank.";"I'm not seeing any more 'Mech signatures, at least, so that's money in the bank.";;;
"AmbushConvoy_BackyardBarbecue.dialogueList5.dialogueContent3.words";"Only if we take out that convoy, Meyer.";"Only if we take out that convoy, Meyer.";;;
"AmbushConvoy_BackyardBarbecue.dialogueList6.dialogueContent0.words";"Boss, those vehicles are about to leave the AO. If we lose them, we don't get paid.";"Boss, those vehicles are about to leave the AO. If we lose them, we don't get paid.";;;
