"DestroyBase_Eviction.contractName";"Eviction";"Eviction";;"#000000";"#FFFFFF"
"DestroyBase_Eviction.dialogueList0.dialogueContent0.words";"Your target is the nearby {TEAM_TAR.FactionDef.Demonym} base.";"Your target is the nearby {TEAM_TAR.FactionDef.Name} base.";;"#000000";"#FFFFFF"
"DestroyBase_Eviction.dialogueList0.dialogueContent1.words";"Assault the base and destroy enough of it to force {TEAM_TAR.FactionDef.ShortName} to abandon the location.";"Assault the base and destroy enough of it to force {TEAM_TAR.FactionDef.ShortName} to abandon the location.";;"#000000";"#FFFFFF"
"DestroyBase_Eviction.dialogueList0.dialogueContent2.words";"We should expect strong opposition on this one. Be wary, Commander. Oliveira out.";"We should expect strong opposition on this one. Be wary, Commander. Oliveira out.";;"#000000";"#FFFFFF"
"DestroyBase_Eviction.dialogueList1.dialogueContent0.words";"Mission successful, Commander. I'll see you on the Argo.";"Mission successful, Commander. I'll see you on the Argo.";;"#000000";"#FFFFFF"
"DestroyBase_Eviction.dialogueList2.dialogueContent0.words";"You'd better return to the Argo, Commander, so we can sort this out.";"You'd better return to the Argo, Commander, so we can sort this out.";;"#000000";"#FFFFFF"
"DestroyBase_Eviction.dialogueList3.dialogueContent0.words";"There's that strong opposition, Commander. Watch your position and don't get flanked.";"There's that strong opposition, Commander. Watch your position and don't get flanked.";;"#000000";"#FFFFFF"
"DestroyBase_Eviction.dialogueList4.dialogueContent0.words";"We've demolished the objective buildings. No need to loiter, get to the evac zone. ";"We've demolished the objective buildings. No need to loiter, get to the evac zone. ";;"#000000";"#FFFFFF"
"DestroyBase_Eviction.dialogueList5.dialogueContent0.words";"Good shots, Commander! You scored a solid hit on one of the target structures, keep it up. ";"Good shots, Commander! You scored a solid hit on one of the target structures, keep it up. ";;"#000000";"#FFFFFF"
"DestroyBase_Eviction.dialogueList6.dialogueContent0.words";"Target building destroyed, good work commander, stay at it and we'll be done in no time. ";"Target building destroyed, good work commander, stay at it and we'll be done in no time. ";;"#000000";"#FFFFFF"
"DestroyBase_Eviction.dialogueList7.dialogueContent0.words";"Bkt_KillConfirmed: The garrison is destroyed. Good Work.";"Bkt_KillConfirmed: The garrison is destroyed. Good Work.";;"#000000";"#FFFFFF"
"DestroyBase_Eviction.longDescription";"We should expect heavy resistance; {TEAM_EMP.FactionDef.Name} isn't saying what's in that facility, but whatever it is has them riled up.";"We should expect heavy resistance; {TEAM_EMP.FactionDef.Name} isn't saying what's in that facility, but whatever it is has them riled up.";;"#000000";"#FFFFFF"
