itemCollection_faction_Steiner,,,
itemCollection_systemStores_Mechs_Steiner_Light,Reference,0,10
itemCollection_systemStores_Mechs_Steiner_Medium,Reference,0,10
itemCollection_systemStores_Mechs_Steiner_Heavy,Reference,0,10
itemCollection_systemStores_Mechs_Steiner_Assault,Reference,0,10
itemCollection_systemStores_MechParts_Steiner_Light,Reference,0,10
itemCollection_systemStores_MechParts_Steiner_Medium,Reference,0,10
itemCollection_systemStores_MechParts_Steiner_Heavy,Reference,0,10
itemCollection_systemStores_MechParts_Steiner_Assault,Reference,0,10
Weapon_MECHMORTAR_8,Weapon,3,1
Weapon_Flamer_Flamer_1-Hotshot,Weapon,0,10
Gear_Actuator_Coventry_Alpha,Upgrade,0,10
Gear_Actuator_Friedhof_Cronos,Upgrade,0,10
Gear_Actuator_Pitban_Kangaroo,Upgrade,0,10
Gear_Actuator_Rawlings_Omega,Upgrade,0,10
Weapon_Autocannon_AC2_LBX,Weapon,0,10
Weapon_Autocannon_AC5_LBX,Weapon,0,10
Weapon_Autocannon_AC10_LBX,Weapon,0,10
Weapon_Autocannon_AC20_LBX,Weapon,0,10
