"Rescue_AssetRetrieval.contractName";"Asset Retrieval";"Asset Retrieval";;;
"Rescue_AssetRetrieval.dialogueList0.dialogueContent0.words";"Commander, the target location is likely to be well-defended.";"Commander, the target location is likely to be well-defended.";;;
"Rescue_AssetRetrieval.dialogueList0.dialogueContent1.words";"We need to move up, get eyes on the location, and neutralize any enemy forces.";"We need to move up, get eyes on the location, and neutralize any enemy forces.";;;
"Rescue_AssetRetrieval.dialogueList0.dialogueContent2.words";"Once we've secured the SLDF tech, the Leopard will extract us at this LZ.";"Once we've secured the SLDF tech, the Leopard will extract us at this LZ.";;;
"Rescue_AssetRetrieval.dialogueList0.dialogueContent3.words";"Best of luck, Commander. Oliveira out.";"Best of luck, Commander. Oliveira out.";;;
"Rescue_AssetRetrieval.dialogueList1.dialogueContent0.words";"The asset has been recovered, Commander. Let's dust off and collect our pay.";"The asset has been recovered, Commander. Let's dust off and collect our pay.";;;
"Rescue_AssetRetrieval.dialogueList2.dialogueContent0.words";"This went south in a hurry. I'm scrubbing the mission, Commander.";"This went south in a hurry. I'm scrubbing the mission, Commander.";;;
"Rescue_AssetRetrieval.dialogueList3.dialogueContent0.words";"Hold this location until our people can grab the asset.";"Hold this location until our people can grab the asset.";;;
"Rescue_AssetRetrieval.dialogueList4.dialogueContent0.words";"[GENERIC VO] The asset is sustaining damage, Commander!";"[GENERIC VO] The asset is sustaining damage, Commander!";;;
"Rescue_AssetRetrieval.dialogueList5.dialogueContent0.words";"[GENERIC VO] The secondary asset is sustaining damage, Commander!";"[GENERIC VO] The secondary asset is sustaining damage, Commander!";;;
"Rescue_AssetRetrieval.dialogueList6.dialogueContent0.words";"[GENERIC VO] The asset has been recovered, Commander. Good work. ";"[GENERIC VO] The asset has been recovered, Commander. Good work. ";;;
"Rescue_AssetRetrieval.dialogueList7.dialogueContent0.words";"[GENERIC VO] The secondary asset has been recovered, Commander.";"[GENERIC VO] The secondary asset has been recovered, Commander.";;;
"Rescue_AssetRetrieval.dialogueList8.dialogueContent0.words";"That's it, mech recovering our Secondary Target is scraped. S&R will look for what's left. That objective is failed. Focus on the Primary.";"That's it, mech recovering our Secondary Target is scraped. S&R will look for what's left. That objective is failed. Focus on the Primary.";;;
"Rescue_AssetRetrieval.longDescription";"I'm guessing the 'technology' is some broken piece of scrap, but {TEAM_EMP.FactionDef.Name} is willing to pay to recover it. We go in and get out before they even know what hit them.";"I'm guessing the 'technology' is some broken piece of scrap, but {TEAM_EMP.FactionDef.Name} is willing to pay to recover it. We go in and get out before they even know what hit them.";;;
"Rescue_AssetRetrieval.objectiveList0.title";"Recover the SLDF Tech by Securing the Location";"Recover the SLDF Tech by Securing the Location";;;
"Rescue_AssetRetrieval.objectiveList1.description";"UNUSED KILL OBJECTIVE for AutoComplete";"UNUSED KILL OBJECTIVE for AutoComplete";;;
"Rescue_AssetRetrieval.objectiveList1.title";"Hidden KILL OBJECTIVE for OpFor1";"Hidden KILL OBJECTIVE for OpFor1";;;
"Rescue_AssetRetrieval.objectiveList2.title";"Reach the Evac Zone";"Reach the Evac Zone";;;
