"AmbushConvoy_GuerrillaInterception.contractName";"Guerrilla Interception";"Guerrilla Interception";;;
"AmbushConvoy_GuerrillaInterception.dialogueList0.dialogueContent0.words";"The {TEAM_TAR.FactionDef.Demonym} convoy is inbound, Commander.";"The {TEAM_TAR.FactionDef.Demonym} convoy is inbound, Commander.";;;
"AmbushConvoy_GuerrillaInterception.dialogueList0.dialogueContent1.words";"Let's get eyes on, and intercept the vehicles before they escape the trap.";"Let's get eyes on, and intercept the vehicles before they escape the trap.";;;
"AmbushConvoy_GuerrillaInterception.dialogueList0.dialogueContent2.words";"Then we'll extract at our designated location.";"Then we'll extract at our designated location.";;;
"AmbushConvoy_GuerrillaInterception.dialogueList0.dialogueContent3.words";"Good luck, Commander. Oliveira out.";"Good luck, Commander. Oliveira out.";;;
"AmbushConvoy_GuerrillaInterception.dialogueList1.dialogueContent0.words";"Well done, Commander. Let's debrief back in orbit.";"Well done, Commander. Let's debrief back in orbit.";;;
"AmbushConvoy_GuerrillaInterception.dialogueList2.dialogueContent0.words";"What a mess. Time to call this one off, Commander. I'm scrubbing the mission.";"What a mess. Time to call this one off, Commander. I'm scrubbing the mission.";;;
"AmbushConvoy_GuerrillaInterception.dialogueList3.dialogueContent0.words";"We have a lock on the target vehicles. They should be to your front. Engage and destroy, Commander.";"We have a lock on the target vehicles. They should be to your front. Engage and destroy, Commander.";;;
"AmbushConvoy_GuerrillaInterception.dialogueList4.dialogueContent0.words";"That's got it, keep firing on those targets until they are neutralized. ";"That's got it, keep firing on those targets until they are neutralized. ";;;
"AmbushConvoy_GuerrillaInterception.dialogueList5.dialogueContent0.words";"Convoy guards are all down. Let's finish up and get out of here.";"Convoy guards are all down. Let's finish up and get out of here.";;;
"AmbushConvoy_GuerrillaInterception.dialogueList6.dialogueContent0.words";"The convoy is reaching its escape point, Commander. We're running out of time. Step it up!";"The convoy is reaching its escape point, Commander. We're running out of time. Step it up!";;;
"AmbushConvoy_GuerrillaInterception.dialogueList7.dialogueContent0.words";"One down. Keep engaging those threats and we'll be out of here. ";"One down. Keep engaging those threats and we'll be out of here. ";;;
"AmbushConvoy_GuerrillaInterception.dialogueList8.dialogueContent0.words";"The convoy is finished, now get what mechs you have to the extraction point and we'll pull you out. Move quickly.";"The convoy is finished, now get what mechs you have to the extraction point and we'll pull you out. Move quickly.";;;
"AmbushConvoy_GuerrillaInterception.dialogueList9.dialogueContent0.words";"Enemy Reinforcements, get ready for contact.";"Enemy Reinforcements, get ready for contact.";;;
"AmbushConvoy_GuerrillaInterception.longDescription";"Commander, this smells political, and that makes me nervous. I suggest we go in, take care of the convoy, and get out again - without asking too many questions. There's a bonus if we clean up all the enemy forces, but that's at your discretion.";"Commander, this smells political, and that makes me nervous. I suggest we go in, take care of the convoy, and get out again - without asking too many questions. There's a bonus if we clean up all the enemy forces, but that's at your discretion.";;;
"AmbushConvoy_GuerrillaInterception.objectiveList0.title";"Destroy the Guerrilla Supply Convoy";"Destroy the Guerrilla Supply Convoy";;;
"AmbushConvoy_GuerrillaInterception.objectiveList1.title";"Destroy the Convoy Escort";"Destroy the Convoy Escort";;;
"AmbushConvoy_GuerrillaInterception.objectiveList2.title";"Stop Convoy From Escaping";"Stop Convoy From Escaping";;;
"AmbushConvoy_GuerrillaInterception.objectiveList3.title";"Intercept the Supply Convoy";"Intercept the Supply Convoy";;;
"AmbushConvoy_GuerrillaInterception.objectiveList4.title";"Get to the Evac Zone";"Get to the Evac Zone";;;
"AmbushConvoy_GuerrillaInterception.objectiveList5.title";"Destroy Enemy Reinforcement Units";"Destroy Enemy Reinforcement Units";;;
