"chassisdef_servitor_ASN-SRV.Description.Details";"A custom variant of the ASN-99 Assassin. First, the stealth armor and its Guardian ECM are removed. The head-mounted TAG is swapped for a small laser. The SRM-2s of the ASN-99 are retained. Each arm has new weapons, the left has a small vibroblade and right has a medium X-pulse laser. Finally, each leg contains a small X-pulse laser.\n\n<b><color=#e62e00>Quirk: Easy to Maintain</color></b>\n\n<b><color=#e62e00>Drop Cost Multiplier: 1.07</color></b>";"Измененный вариант меха ASN-99 Assassin. Во-первых, были убраны стелс-броня и Guardian ECM. Во-вторых, крепившийся на голове TAG заменен малым лазером. Установки SRM-2 остались от оригинальной машины. В каждую руку было установлено новое вооружение: в левую малый вибромеч, в правую средний X-пульс лазер. Наконец, в каждой ноге установлено по малому X-пульс лазеру.

<b><color=#e62e00>Склонность: Easy to Maintain</color></b>

<b><color=#e62e00>Множитель стоимости высадки: 1.07</color></b>";;"#000000";"#FFFFFF"
"chassisdef_servitor_ASN-SRV.StockRole";"Hunter-Killer";"Поиск и уничтожение";;"#000000";"#FFFFFF"
"chassisdef_servitor_ASN-SRV.YangsThoughts";"A custom variant of the ASN-99 Assassin. First, the stealth armor and its Guardian ECM are removed. The head-mounted TAG is swapped for a small laser. The SRM-2s of the ASN-99 are retained. Each arm has new weapons, the left has a small vibroblade and right has a medium X-pulse laser. Finally, each leg contains a small X-pulse laser.";"Измененный вариант меха ASN-99 Assassin. Во-первых, были убраны стелс-броня и Guardian ECM. Во-вторых, крепившийся на голове TAG заменен малым лазером. Установки SRM-2 остались от оригинальной машины. В каждую руку было установлено новое вооружение: в левую малый вибромеч, в правую средний X-пульс лазер. Наконец, в каждой ноге установлено по малому X-пульс лазеру.";;"#000000";"#FFFFFF"
"chassisdef_stealth_STH-1D_anna.Description.Details";"The Stealth is a heavy scout 'Mech that is in use by the Federated Suns and the Lyran Alliance. The 'Mech has a GM 315 XL Engine that allows the Stealth to move at speeds of 118.8 kph and the MASC system on board can push the 'Mech to 151.2 kph in short bursts. This amazing mobility is augmented by jump jets which the Stealth can use to jump up to two hundred and ten meters. The Stealth is also outfitted with a Cyclops-Beagle Sensory Active Probe that the Stealth can use to find hidden enemy units.\n\n<b><color=#e62e00>Quirk: Accurate Weapon - Laser</color></b>\n\n<b><color=#e62e00>Drop Cost Multiplier: 1.08</color></b>";"Stealth - это тяжёлый разведчик, который используется Федерацией Солнц и Содружеством Лиры. Мех имеет двигатель GM 315 XL, который позволяет Stealth двигаться со скоростью 118,8 км/ч, а бортовая система MASC может разгонять мех на короткое время до 151,2 км/ч. Такая удивительная мобильность дополняется прыжковыми ускорителями, с помощью которых Stealth может прыгать на высоту до двухсот десяти метров. Stealth также оснащен сенсорным активным зондом Cyclops-Beagle, который можно использовать для поиска скрытых вражеских целей.

<b><color=#e62e00>Склонность: Точное оружие - лазеры</color></b>

<b><color=#e62e00>Множитель стоимости высадки: 1.08</color></b>";;"#000000";"#FFFFFF"
"chassisdef_stealth_STH-1D_anna.StockRole";"Striker";"Ударная единица";;"#000000";"#FFFFFF"
"chassisdef_stealth_STH-1D_anna.YangsThoughts";"A customized 1D model variant created for Captain Anna Ramirez during the FedCom Civil War. Ramirez collected several Medium Pulse Lasers and additional Medium Lasers and had techs fit them in place of her SRM 6 launcher. In addition, she had a half ton of additional armor added to the thin hulled design.";"Кастомизированный вариант модели 1D, созданный для капитана Анны Рамирез во время гражданской войны в ФедСоле. Рамирез раздобыла несколько средних импульсных лазеров и парочку обычных средних и поручила своим техникам установить всё вместо установки SRM-6. Вдобавок, она нарастила броню на пол-тонны, слегка усилив не самый крепкий корпус.";;"#000000";"#FFFFFF"
"chassisdef_wolfman_WVR-RFL2.Description.Details";"The Wolfman was first created by Valdis Ullman, a MechWarrior belonging to the Legion of Vega, on Bergman's Planet during the Second Battle of Ryersson in 2986. Originally piloting a Wolverine, his BattleMech was damaged in a fight with a Davion Marauder, with most of its upper body damaged or destroyed. Fortunately, a Davion Rifleman had been destroyed only a hundred meters away from his 'Mech. The Rifleman had suffered damage to its torso and legs. Ullman's personal technician, Sharis Brand thought that the two 'Mechs could be merged together, taking the intact legs and hips from Ullman's Wolverine and combining it with the torso and arms from the Rifleman.\n\n<b><color=#e62e00>Quirk: Ubiquitous</color></b>\n\n<b><color=#e62e00>Drop Cost Multiplier: 1.05</color></b>";"The Wolfman был впервые создан Валдисом Ульманом, мехвоином Легиона Веги, на планете Бергмана во время Второй битвы при Рьерссоне в 2986 году. Его первый мех, Wolverine, был поврежден в битве с Marauder Дэвиона, потеряв большую часть торса. К счастью, в нескольких сотнях метров от него был уничтожен дэвионский Rifleman. У него были повреждены торс и ноги. Шерис Брэнд, личный техник Ульмана, решил, что из двух мехов можно собрать одного, взяв неповрежденные ноги у Wolverine и установив на них торс и руки Rifleman.

<b><color=#e62e00>Склонность: Ubiquitous</color></b>

<b><color=#e62e00>Множитель стоимости высадки: 1.05</color></b>";;"#000000";"#FFFFFF"
"chassisdef_wolfman_WVR-RFL2.StockRole";"Brawler";"Борец";;"#000000";"#FFFFFF"
"chassisdef_wolfman_WVR-RFL2.YangsThoughts";"The Wolfman was first created by Valdis Ullman, a MechWarrior belonging to the Legion of Vega, on Bergman's Planet during the Second Battle of Ryersson in 2986. Originally piloting a Wolverine, his BattleMech was damaged in a fight with a Davion Marauder, with most of its upper body damaged or destroyed. Fortunately, a Davion Rifleman had been destroyed only a hundred meters away from his 'Mech. The Rifleman had suffered damage to its torso and legs. Ullman's personal technician, Sharis Brand thought that the two 'Mechs could be merged together, taking the intact legs and hips from Ullman's Wolverine and combining it with the torso and arms from the Rifleman.";"The Wolfman был впервые создан Валдисом Ульманом, мехвоином Легиона Веги, на планете Бергмана во время Второй битвы при Рьерссоне в 2986 году. Его первый мех, Wolverine, был поврежден в битве с Marauder Дэвиона, потеряв большую часть торса. К счастью, в нескольких сотнях метров от него был уничтожен дэвионский Rifleman. У него были повреждены торс и ноги. Шерис Брэнд, личный техник Ульмана, решил, что из двух мехов можно собрать одного, взяв неповрежденные ноги у Wolverine и установив на них торс и руки Rifleman.";;"#000000";"#FFFFFF"
"mechdef_servitor_ASN-SRV.Description.Details";"A custom variant of the ASN-99 Assassin. First, the stealth armor and its Guardian ECM are removed. The head-mounted TAG is swapped for a small laser. The SRM-2s of the ASN-99 are retained. Each arm has new weapons, the left has a small vibroblade and right has a medium X-pulse laser. Finally, each leg contains a small X-pulse laser.\n\n<b><color=#e62e00>Quirk: Easy to Maintain</color></b>\n\n<b><color=#e62e00>Drop Cost Multiplier: 1.07</color></b>";"Измененный вариант меха ASN-99 Assassin. Во-первых, были убраны стелс-броня и Guardian ECM. Во-вторых, крепившийся на голове TAG заменен малым лазером. Установки SRM-2 остались от оригинальной машины. В каждую руку было установлено новое вооружение: в левую малый вибромеч, в правую средний X-пульс лазер. Наконец, в каждой ноге установлено по малому X-пульс лазеру.

<b><color=#e62e00>Склонность: Easy to Maintain</color></b>

<b><color=#e62e00>Множитель стоимости высадки: 1.07</color></b>";;"#000000";"#FFFFFF"
