itemCollection_random_quicsell_gear_background,,,
Gear_Actuator_Arm_Compact_x3_Quicsell,Upgrade,1,30
Gear_Actuator_Arm_Compact_x4_Quicsell,Upgrade,1,30
Gear_Actuator_Arm_Recoil_Quicsell,Upgrade,1,30
Gear_Actuator_Leg_Speedy_Quicsell,Upgrade,2,20
Gear_Cockpit_LifeSupport_Quicsell,Upgrade,1,50
Gear_Cockpit_Viewmaster_Quicsell,Upgrade,1,60
Gear_FCS_Recoil_Quicsell,Upgrade,1,45
Gear_Sensors_PassiveECM_Quicsell,Upgrade,1,60
Gear_Sensors_Searchlight_Quicsell,Upgrade,1,60
Gear_FSC_Sensors_Quicsell,Upgrade,1,50
Gear_CASE2_Quicsell,Upgrade,1,50
Gear_Armor_Duralast_Quicsell,Upgrade,1,20
Gear_Armor_Ferro_Quicsell,Upgrade,1,30
Gear_EWS_GuardDog_Quicsell,Upgrade,1,40
Gear_ECM_AftermarketEWS,Upgrade,1,40
Special_AddOn_Aftermarket_Stealth,Upgrade,1,20
Gear_HarJel_Quicsell,Upgrade,8,70
Gear_ECM_OmniJammer_Quicsell,Upgrade,1,60
Gear_Probe_ProbeKing_Quicsell,Upgrade,1,60
Gear_Structure_EndoSteel_Bulky_Quicsell,Upgrade,1,10
Gear_Structure_EndoSteel_Quicsell,Upgrade,1,20
Gear_Structure_Standard_Quicsell,Upgrade,2,40
Gear_Structure_HybridTSM_Quicsell,Upgrade,1,30
Gear_Engine_ICE_XL_Quicsell,HeatSink,1,5
Gear_HeatSinkKit_Double_Quicsell,HeatSink,1,10
Gear_EngineCooling_Heatsinks_1_Quicsell,HeatSink,1,22
Gear_EngineCooling_Heatsinks_2_Quicsell,HeatSink,1,20
Gear_EngineCooling_HeatsinksRemoval_1_Quicsell,HeatSink,1,18
Gear_EngineCooling_HeatsinksRemoval_2_Quicsell,HeatSink,1,16
Gear_EngineCooling_HeatsinksRemoval_3_Quicsell,HeatSink,1,14
Gear_EngineCooling_HeatsinksRemoval_4_Quicsell,HeatSink,1,12
Gear_HeatSink_Double_Quicsell,HeatSink,3,20
Special_AddOn_ThermalMass_Large_Quicsell,HeatSink,1,30
Special_AddOn_ThermalMass_Medium_Quicsell,HeatSink,1,40
Special_AddOn_ThermalMass_Small_Quicsell,HeatSink,2,50
Gear_JumpJet_Lite_Quicsell,JumpJet,10,70
Weapon_AMS_Laser_Quicsell,Weapon,1,50
