itemCollection_shopitems_kalidasa,,,
mechdef_achileus_ACS-FL,Mech,4,1
mechdef_achileus_ACS-L,Mech,4,1
mechdef_achileus_ACS-MG,Mech,4,1
mechdef_achileus_ACS-TAG,Mech,4,1
mechdef_inner_sphere_standard_IS-FL,Mech,4,1
mechdef_inner_sphere_standard_IS-L,Mech,4,1
mechdef_inner_sphere_standard_IS-LRR,Mech,4,1
mechdef_inner_sphere_standard_IS-MG,Mech,4,1
mechdef_inner_sphere_standard_IS-MTR,Mech,4,1
mechdef_inner_sphere_standard_IS-SRM,Mech,4,1
mechdef_inner_sphere_standard_IS-TAG,Mech,4,1
mechdef_longinus_LNG-FL,Mech,4,1
mechdef_longinus_LNG-L,Mech,4,1
mechdef_longinus_LNG-MG,Mech,4,1
vehicledef_SCORPION,Mech,1,1
vehicledef_SCORPION_ML,Mech,1,1
vehicledef_SCORPION_LRM,Mech,1,1
vehicledef_SCORPION_ARTLRM,Mech,1,1
vehicledef_SCORPION_MRM,Mech,1,1
vehicledef_SCORPION_SSRM,Mech,1,1
vehicledef_CLOUDBUSTER,Mech,1,1
vehicledef_CLOUDBUSTER_LASER,Mech,1,1
vehicledef_HETZER,Mech,1,1
vehicledef_HETZER_AC10,Mech,1,1
vehicledef_HETZER_SRM,Mech,1,1
vehicledef_HETZER_LRM,Mech,1,1
vehicledef_HETZER_LASER,Mech,1,1
vehicledef_HETZER_PPC,Mech,1,1
vehicledef_HETZER_MRM,Mech,1,1
mechdef_wasp_WSP-3M,Mech,1,1
mechdef_trebuchet_TBT-7M,Mech,1,1
mechdef_orion_ON1-M,Mech,1,1
mechdef_perseus_p1,Mech,1,1
mechdef_perseus_p1a,Mech,1,1
mechdef_perseus_p1b,Mech,1,1
mechdef_perseus_p1c,Mech,1,1
mechdef_perseus_p1d,Mech,1,1
mechdef_hunchback_HBK-5M,Mech,1,1
