RT_Mechpart_Steiner_TierII,,,
mechdef_avatar_AV1-O,MechPart,1,4
mechdef_avatar_AV1-OA,MechPart,1,4
mechdef_avatar_AV1-OB,MechPart,1,4
mechdef_avatar_AV1-OC,MechPart,1,4
mechdef_avatar_AV1-OD,MechPart,1,4
mechdef_avatar_AV1-OG,MechPart,1,4
mechdef_blackjack_BJ-2,MechPart,1,7
mechdef_blackjack_BJ2-O,MechPart,1,6
mechdef_blackjack_BJ2-OA,MechPart,1,6
mechdef_blackjack_BJ2-OB,MechPart,1,6
mechdef_blackjack_BJ2-OC,MechPart,1,6
mechdef_blackjack_BJ2-OD,MechPart,1,6
mechdef_blackjack_BJ2-OE,MechPart,1,6
mechdef_blackjack_BJ2-OF,MechPart,1,6
mechdef_black_hawk-ku_BHKU-O,MechPart,1,4
mechdef_black_hawk-ku_BHKU-OA,MechPart,1,4
mechdef_black_hawk-ku_BHKU-OB,MechPart,1,4
mechdef_black_hawk-ku_BHKU-OC,MechPart,1,4
mechdef_black_hawk-ku_BHKU-OD,MechPart,1,4
mechdef_blitzkrieg_BTZ-3F,MechPart,1,7
mechdef_bushwacker_BSW-S2,MechPart,1,7
mechdef_bushwacker_BSW-X1,MechPart,1,7
mechdef_bushwacker_BSW-X2,MechPart,1,7
mechdef_centurion_CN9-D,MechPart,1,7
mechdef_centurion_CN10-B,MechPart,1,7
mechdef_champion_CHP-1N,MechPart,1,5
mechdef_champion_CHP-1N2,MechPart,1,5
mechdef_cicada_CDA-3F,MechPart,1,7
mechdef_cicada_CDA-3M,MechPart,1,7
mechdef_clint_CLNT-2-3U,MechPart,1,7
mechdef_commando_COM-5S,MechPart,1,7
mechdef_commando_COM-7S,MechPart,1,7
mechdef_crusader_CRD-4K,MechPart,1,5
mechdef_crusader_CRD-5M,MechPart,1,5
mechdef_dragonfire_DGR-3F,MechPart,1,5
mechdef_firestarter_FS9-S,MechPart,1,7
mechdef_firestarter_FS9-S1,MechPart,1,7
mechdef_firestarter_FS9-O,MechPart,1,6
mechdef_firestarter_FS9-OA,MechPart,1,6
mechdef_firestarter_FS9-OB,MechPart,1,6
mechdef_firestarter_FS9-OC,MechPart,1,6
mechdef_firestarter_FS9-OD,MechPart,1,6
mechdef_firestarter_FS9-OE,MechPart,1,6
mechdef_firestarter_FS9-OF,MechPart,1,6
mechdef_griffin_GRF-1DS,MechPart,1,7
mechdef_griffin_GRF-3M,MechPart,1,7
mechdef_hollander_BZK-F3,MechPart,1,7
mechdef_hollander_BZK-G1,MechPart,1,7
mechdef_hollander_ii_BZK-F5,MechPart,1,7
mechdef_hollander_ii_BZK-F7,MechPart,1,7
mechdef_hunchback_HBK-5S,MechPart,1,7
mechdef_hussar_HSR-400-D,MechPart,1,7
mechdef_locust_LCT-3M,MechPart,1,7
mechdef_locust_LCT-3S,MechPart,1,7
mechdef_marauder_MAD-5M,MechPart,1,5
mechdef_marauder_MAD-5S,MechPart,1,5
mechdef_starslayer_STY-3C,MechPart,1,5
mechdef_stinger_STG-5M,MechPart,1,7
mechdef_stinger_lam_STG-A5,MechPart,1,3
mechdef_wasp_lam_WSP-100_lam_mk_i,MechPart,1,3
mechdef_wasp_lam_WSP-100A,MechPart,1,3
mechdef_wasp_lam_WSP-105,MechPart,1,3
mechdef_phoenix_hawk_lam_PHX-HK2,MechPart,1,3
mechdef_thanatos_TNS-4S,MechPart,1,5
mechdef_Valkyrie_VLK-QD,MechPart,1,7
mechdef_warhammer_WHM-7S,MechPart,1,5
mechdef_wasp_WSP-1S,MechPart,1,7
mechdef_wolfhound_WLF-2,MechPart,1,5
mechdef_wolverine_WVR-7D,MechPart,1,7
