itemCollection_Mechs_Starting_Solaris_Jihad_Medium,,,
mechdef_bombard_BMB-013,Mech,1,2
mechdef_bombard_BMB-016,Mech,1,2
mechdef_bombard_BMB-1X,Mech,1,1
mechdef_tsunami_TS-P1D,Mech,1,4
mechdef_werewolf_WER-LF-005,Mech,1,5
mechdef_ronin_SA-RN7,Mech,1,3
mechdef_ronin_SA-RNS,Mech,1,2
mechdef_daedalus_DAD-4B,Mech,1,2
mechdef_daedalus_DAD-3D,Mech,1,2
mechdef_daedalus_DAD-4A,Mech,1,2
mechdef_aquagladius_AQS-3,Mech,1,1
mechdef_aquagladius_AQS-4,Mech,1,3
mechdef_volkh_VKH-1,Mech,1,2
mechdef_volkh_VKH-7,Mech,1,1
