"DestroyBase_CeaseAndDesist.contractName";"Cease and Desist";"Cease and Desist";;;
"DestroyBase_CeaseAndDesist.dialogueList0.dialogueContent0.words";"Commander, we're here to shut down a research base.";"Commander, we're here to shut down a research base.";;;
"DestroyBase_CeaseAndDesist.dialogueList0.dialogueContent1.words";"Approach the base and destroy the designated buildings.";"Approach the base and destroy the designated buildings.";;;
"DestroyBase_CeaseAndDesist.dialogueList0.dialogueContent2.words";"Be wary of the base defenders, and watch for any additional patrols in the area. Good hunting, Commander.";"Be wary of the base defenders, and watch for any additional patrols in the area. Good hunting, Commander.";;;
"DestroyBase_CeaseAndDesist.dialogueList1.dialogueContent0.words";"All contract targets eliminated. This was a good day's work, Commander.";"All contract targets eliminated. This was a good day's work, Commander.";;;
"DestroyBase_CeaseAndDesist.dialogueList2.dialogueContent0.words";"We'll have to report this as a mission failure, Commander.";"We'll have to report this as a mission failure, Commander.";;;
"DestroyBase_CeaseAndDesist.dialogueList3.dialogueContent0.words";"They've got multiple units protecting this facility. Be careful not to get caught in an ambush.";"They've got multiple units protecting this facility. Be careful not to get caught in an ambush.";;;
"DestroyBase_CeaseAndDesist.dialogueList4.dialogueContent0.words";"We've demolished the objective buildings. No need to loiter, get to the evac zone. ";"We've demolished the objective buildings. No need to loiter, get to the evac zone. ";;;
"DestroyBase_CeaseAndDesist.dialogueList5.dialogueContent0.words";"Good shots, Commander! You scored a solid hit on one of the target structures, keep it up. ";"Good shots, Commander! You scored a solid hit on one of the target structures, keep it up. ";;;
"DestroyBase_CeaseAndDesist.dialogueList6.dialogueContent0.words";"Target building destroyed, good work commander, stay at it and we'll be done in no time. ";"Target building destroyed, good work commander, stay at it and we'll be done in no time. ";;;
"DestroyBase_CeaseAndDesist.dialogueList7.dialogueContent0.words";"Bkt_KillConfirmed: The garrison is destroyed. Good Work.";"Bkt_KillConfirmed: The garrison is destroyed. Good Work.";;;
"DestroyBase_CeaseAndDesist.longDescription";"The contract does not specify any retrieval, Commander. We are to bring the base down and destroy the tech with it.";"The contract does not specify any retrieval, Commander. We are to bring the base down and destroy the tech with it.";;;
"DestroyBase_CeaseAndDesist.objectiveList0.title";"Destroy the Facility";"Destroy the Facility";;;
"DestroyBase_CeaseAndDesist.objectiveList1.title";"Destroy Base Garrison";"Destroy Base Garrison";;;
"DestroyBase_CeaseAndDesist.objectiveList2.description";"HIDDEN Objective: Destroy Base Turrets";"HIDDEN Objective: Destroy Base Turrets";;;
