"ThreeWayBattle_AggressiveSurprise.contractName";"Aggressive Intrusion";"Aggressive Intrusion";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList0.dialogueContent0.words";"We've got them, Commander. Right out in the open.";"We've got them, Commander. Right out in the open.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList0.dialogueContent1.words";"These guys are amateurs. Get eyes on them, take them out.";"These guys are amateurs. Get eyes on them, take them out.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList0.dialogueContent2.words";"Good hunting, Commander. Oliveira out.";"Good hunting, Commander. Oliveira out.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList1.dialogueContent0.words";"I've contacted our {TEAM_EMP.FactionDef.Demonym} rep to find out why we weren't told about the extra lance. Let's debrief in orbit, Commander.";"I've contacted our {TEAM_EMP.FactionDef.Demonym} rep to find out why we weren't told about the extra lance. Let's debrief in orbit, Commander.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList10.dialogueContent0.words";"Primary targets destroyed Commander.";"Primary targets destroyed Commander.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList10.dialogueContent1.words";"I'm inbound to the LZ Commander.";"I'm inbound to the LZ Commander.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList11.dialogueContent0.words";"The hostile {TEAM_HOST.FactionDef.Demonym} lance has arrived!";"The hostile {TEAM_HOST.FactionDef.Demonym} lance has arrived!";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList11.dialogueContent1.words";"Our Employer has kindly added this group to the contract. If we want to get paid we need to take them out.";"Our Employer has kindly added this group to the contract. If we want to get paid we need to take them out.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList12.dialogueContent0.words";"The hostile {TEAM_HOST.FactionDef.Demonym} lance has arrived!";"The hostile {TEAM_HOST.FactionDef.Demonym} lance has arrived!";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList12.dialogueContent1.words";"Our Employer has offered a bonus if we eliminate this group as well.";"Our Employer has offered a bonus if we eliminate this group as well.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList13.dialogueContent0.words";"All our objectives are complete, cover our withdraw, Commander.";"All our objectives are complete, cover our withdraw, Commander.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList14.dialogueContent0.words";"All our objectives are complete, cover our withdraw, Commander.";"All our objectives are complete, cover our withdraw, Commander.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList14.dialogueContent1.words";"We won't get paid for covering their evac if we leave before them, plan accordingly Commander.";"We won't get paid for covering their evac if we leave before them, plan accordingly Commander.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList15.dialogueContent0.words";"Thanks for the assist, we're clear.";"Thanks for the assist, we're clear.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList16.dialogueContent0.words";"Thanks for the assist, we're clear.";"Thanks for the assist, we're clear.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList17.dialogueContent0.words";"That's it Commander, we did what we came here to do. Come on home.";"That's it Commander, we did what we came here to do. Come on home.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList18.dialogueContent0.words";"That's it Commander, we did what we came here to do. Come on home.";"That's it Commander, we did what we came here to do. Come on home.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList18.dialogueContent1.words";"We won't get paid for covering their evac if we leave before them, plan accordingly Commander.";"We won't get paid for covering their evac if we leave before them, plan accordingly Commander.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList19.dialogueContent0.words";"We're clear of the AO, thanks Commander.";"We're clear of the AO, thanks Commander.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList2.dialogueContent0.words";"I've contacted our {TEAM_EMP.FactionDef.Demonym} rep to find out why we weren't told about the extra lance. Let's debrief in orbit, Commander.";"I've contacted our {TEAM_EMP.FactionDef.Demonym} rep to find out why we weren't told about the extra lance. Let's debrief in orbit, Commander.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList20.dialogueContent0.words";"We're clear of the AO, thanks Commander.";"We're clear of the AO, thanks Commander.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList21.dialogueContent0.words";"Heads up Commander, its a hostile {TEAM_TAR_ALLY.FactionDef.Demonym} lance!";"Heads up Commander, its a hostile {TEAM_TAR_ALLY.FactionDef.Demonym} lance!";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList21.dialogueContent1.words";"Our Employer has kindly added destroying this group to our objectives. If we want to get paid we need to take them out.";"Our Employer has kindly added destroying this group to our objectives. If we want to get paid we need to take them out.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList22.dialogueContent0.words";"Heads up Commander, its a hostile {TEAM_TAR_ALLY.FactionDef.Demonym} lance!  ";"Heads up Commander, its a hostile {TEAM_TAR_ALLY.FactionDef.Demonym} lance!  ";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList22.dialogueContent1.words";"Our Employer has offered a bonus if we eliminate this group as well.";"Our Employer has offered a bonus if we eliminate this group as well.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList23.dialogueContent0.words";"Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander!\n----\nAnother {TEAM_TAR.FactionDef.Demonym} lance has dropped in Commander!";"Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander!";;;"#FF0000"
"ThreeWayBattle_AggressiveSurprise.dialogueList23.dialogueContent1.words";"Our Employer has kindly added destroying this group to our objectives. If we want to get paid we need to take them out.";"Our Employer has kindly added destroying this group to our objectives. If we want to get paid we need to take them out.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList24.dialogueContent0.words";"Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander!  \n----\nAnother {TEAM_TAR.FactionDef.Demonym} lance has dropped in Commander!  ";"Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander!  ";;;"#FF0000"
"ThreeWayBattle_AggressiveSurprise.dialogueList24.dialogueContent1.words";"Our Employer has offered a bonus if we eliminate this group as well.";"Our Employer has offered a bonus if we eliminate this group as well.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList25.dialogueContent0.words";"More {TEAM_EMP.FactionDef.Demonym} forces on the field!\n----\nMore {TEAM_TAR.FactionDef.Demonym} forces on the field!";"More {TEAM_EMP.FactionDef.Demonym} forces on the field!";;;"#FF0000"
"ThreeWayBattle_AggressiveSurprise.dialogueList25.dialogueContent1.words";"Our Employer has kindly added destroying this group to our objectives. If we want to get paid we need to take them out.";"Our Employer has kindly added destroying this group to our objectives. If we want to get paid we need to take them out.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList26.dialogueContent0.words";"More {TEAM_EMP.FactionDef.Demonym} forces on the field!\n----\nMore {TEAM_TAR.FactionDef.Demonym} forces on the field!";"More {TEAM_EMP.FactionDef.Demonym} forces on the field!";;;"#FF0000"
"ThreeWayBattle_AggressiveSurprise.dialogueList26.dialogueContent1.words";"Our Employer has offered a bonus if we eliminate this group as well.";"Our Employer has offered a bonus if we eliminate this group as well.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList3.dialogueContent0.words";"New contacts on sensors, Commander. These units don't match {TEAM_TAR.FactionDef.ShortName} signatures. We've got a new player on the field.";"New contacts on sensors, Commander. These units don't match {TEAM_TAR.FactionDef.ShortName} signatures. We've got a new player on the field.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList30.dialogueContent0.words";"Inbound hostile Dropship detected, drop zone marked.";"Inbound hostile Dropship detected, drop zone marked.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList31.dialogueContent0.words";"Inbound hostile Dropship detected, drop zone marked.";"Inbound hostile Dropship detected, drop zone marked.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList32.dialogueContent0.words";"Inbound hostile Dropship detected, drop zone marked.";"Inbound hostile Dropship detected, drop zone marked.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList33.dialogueContent0.words";"Inbound hostile Dropship detected, drop zone marked.";"Inbound hostile Dropship detected, drop zone marked.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList34.dialogueContent0.words";"Inbound hostile Dropship detected, drop zone marked.";"Inbound hostile Dropship detected, drop zone marked.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList35.dialogueContent0.words";"Inbound hostile Dropship detected, drop zone marked.";"Inbound hostile Dropship detected, drop zone marked.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList36.dialogueContent0.words";"Inbound hostile Dropship detected, drop zone marked.";"Inbound hostile Dropship detected, drop zone marked.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList37.dialogueContent0.words";"Inbound hostile Dropship detected, drop zone marked.";"Inbound hostile Dropship detected, drop zone marked.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList38.dialogueContent0.words";"Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here.";"Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList38.dialogueContent1.words";"That's an affirmative, XO Olivera. We will provide support to achieve the primary objective. When it's complete we have orders to proceed to our Evac.";"That's an affirmative, XO Olivera. We will provide support to achieve the primary objective. When it's complete we have orders to proceed to our Evac.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList38.dialogueContent2.words";"Understood Lance leader, glad to have you with us.";"Understood Lance leader, glad to have you with us.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList39.dialogueContent0.words";"Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here.";"Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList39.dialogueContent1.words";"That's an affirmative, XO Olivera. We will provide support to achieve the primary objective. When it's complete we have orders to proceed to our Evac.";"That's an affirmative, XO Olivera. We will provide support to achieve the primary objective. When it's complete we have orders to proceed to our Evac.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList39.dialogueContent2.words";"Understood Lance leader, glad to have you with us.";"Understood Lance leader, glad to have you with us.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList4.dialogueContent0.words";"Kilo 1-3 just got smoked! Suffering loses over here, Commander! We're still in the fight, but down one.";"Kilo 1-3 just got smoked! Suffering loses over here, Commander! We're still in the fight, but down one.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList4.dialogueContent1.words";"Grace under fire, folks. Lay it on 'em!";"Grace under fire, folks. Lay it on 'em!";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList40.dialogueContent0.words";"Looks like we have some unexpected support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces.";"Looks like we have some unexpected support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList40.dialogueContent1.words";"Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once that's done head for Evac.";"Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once that's done head for Evac.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList40.dialogueContent2.words";"Copy that lance leader, welcome to the party.";"Copy that lance leader, welcome to the party.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList41.dialogueContent0.words";"Looks like we have some unexpected support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces.";"Looks like we have some unexpected support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList41.dialogueContent1.words";"Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once that's done head for Evac.";"Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once that's done head for Evac.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList41.dialogueContent2.words";"Copy that lance leader, welcome to the party.";"Copy that lance leader, welcome to the party.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList5.dialogueContent0.words";"We lost Quebec Two Commander.";"We lost Quebec Two Commander.";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList5.dialogueContent1.words";"This is Quebec Actual, return fire and check your rear arc!";"This is Quebec Actual, return fire and check your rear arc!";;;
"ThreeWayBattle_AggressiveSurprise.dialogueList6.dialogueContent0.words";"Commander, the friendly {TEAM_EMP.FactionDef.Demonym} has been destroyed.";"Commander, the friendly {TEAM_EMP.FactionDef.Demonym} has been destroyed.";;;
