RT_FedSun_Allied_TierII,,,
Weapon_TAG,Weapon,1,5
Gear_JumpJet_Mechanical_1,JumpJet,1,5
Gear_JumpJet_Mechanical_2,JumpJet,1,5
Gear_JumpJet_Mechanical_3,JumpJet,1,5
Gear_JumpJet_Mechanical_4,JumpJet,1,5
Gear_JumpJet_Mechanical_5,JumpJet,1,5
Gear_JumpJet_Mechanical_6,JumpJet,1,5
Gear_JumpJet_Mechanical_7,JumpJet,1,5
Gear_JumpJet_Mechanical_8,JumpJet,1,5
Gear_JumpJet_Mechanical_9,JumpJet,1,5
Gear_JumpJet_Mechanical_10,JumpJet,1,5
Gear_Structure_Composite,Upgrade,1,5
Gear_Cockpit_Torsomount,Upgrade,1,5
Weapon_AMS_Laser,Weapon,1,5
Weapon_Gauss_Silverbullet,Weapon,1,5
Ammo_AmmunitionBox_Gauss,AmmunitionBox,1,5
Ammo_AmmunitionBox_AC_2_AP,AmmunitionBox,1,5
Ammo_AmmunitionBox_AC_5_AP,AmmunitionBox,1,5
Ammo_AmmunitionBox_AC_10_AP,AmmunitionBox,1,5
Ammo_AmmunitionBox_AC_20_AP,AmmunitionBox,1,5
Ammo_AmmunitionBox_AMS_Caseless,AmmunitionBox,1,5
Ammo_AmmunitionBox_AC_2_Caseless,AmmunitionBox,1,5
Ammo_AmmunitionBox_AC_5_Caseless,AmmunitionBox,1,5
Ammo_AmmunitionBox_AC_10_Caseless,AmmunitionBox,1,5
Ammo_AmmunitionBox_AC_20_Caseless,AmmunitionBox,1,5
Ammo_AmmunitionBox_UAC_5,AmmunitionBox,1,5
Ammo_AmmunitionBox_UAC_5_Double,AmmunitionBox,1,5
Ammo_AmmunitionBox_UAC_5_Half,AmmunitionBox,1,5
Ammo_AmmunitionBox_LBX_2_Cluster,AmmunitionBox,1,5
Ammo_AmmunitionBox_LBX_5_Cluster,AmmunitionBox,1,5
Ammo_AmmunitionBox_LBX_10_Cluster,AmmunitionBox,1,5
Ammo_AmmunitionBox_LBX_20_Cluster,AmmunitionBox,1,5
Ammo_AmmunitionBox_LBX_2_Slug,AmmunitionBox,1,5
Ammo_AmmunitionBox_LBX_5_Slug,AmmunitionBox,1,5
Ammo_AmmunitionBox_LBX_10_Slug,AmmunitionBox,1,5
Ammo_AmmunitionBox_LBX_20_Slug,AmmunitionBox,1,5
Weapon_Autocannon_UAC_5,Weapon,1,5
Weapon_Autocannon_LBX_2,Weapon,1,5
Weapon_Autocannon_LBX_5,Weapon,1,5
Weapon_Autocannon_LBX_10,Weapon,1,5
Weapon_Autocannon_LBX_20,Weapon,1,5
Gear_HeatSinkKit_Prototype,HeatSink,5,5
Gear_HeatSink_Prototype,HeatSink,5,5
