"SimpleBattle_AggressiveIntrusion.contractName";"Aggressive Intrusion";"Aggressive Intrusion";;;
"SimpleBattle_AggressiveIntrusion.dialogueList0.dialogueContent0.words";"We've got them, Commander. Right out in the open.";"We've got them, Commander. Right out in the open.";;;
"SimpleBattle_AggressiveIntrusion.dialogueList0.dialogueContent1.words";"These guys are amateurs. Get eyes on them, take them out.";"These guys are amateurs. Get eyes on them, take them out.";;;
"SimpleBattle_AggressiveIntrusion.dialogueList0.dialogueContent2.words";"Good hunting, Commander. Oliveira out.";"Good hunting, Commander. Oliveira out.";;;
"SimpleBattle_AggressiveIntrusion.dialogueList1.dialogueContent0.words";"A milk run, just as we expected. Good work, Commander.";"A milk run, just as we expected. Good work, Commander.";;;
"SimpleBattle_AggressiveIntrusion.dialogueList2.dialogueContent0.words";"I don't know what went wrong, Commander, but we need to evac before we suffer any more losses.";"I don't know what went wrong, Commander, but we need to evac before we suffer any more losses.";;;
"SimpleBattle_AggressiveIntrusion.dialogueList3.dialogueContent0.words";"A primary target is damaged, Commander! Keep it up!";"A primary target is damaged, Commander! Keep it up!";;;
"SimpleBattle_AggressiveIntrusion.longDescription";"This is a straightforward battle, Commander. Finding a military lance in a backwater like this should be no challenge at all.";"This is a straightforward battle, Commander. Finding a military lance in a backwater like this should be no challenge at all.";;;
"SimpleBattle_AggressiveIntrusion.objectiveList0.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Lance";"Destroy {TEAM_TAR.FactionDef.Demonym} Lance";;;
"SimpleBattle_AggressiveIntrusion.objectiveList1.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"SimpleBattle_AggressiveIntrusion.shortDescription";"Our intelligence confirms a lance of {TEAM_TAR.FactionDef.Demonym} military units is engaged in maneuvers on {TGT_SYSTEM.name}, within a region we control. This is an aggressive action and {TEAM_EMP.FactionDef.Demonym} operations are at risk as long as this lance is allowed to move unimpeded. Hunt down the enemy lance and eliminate it.";"Our intelligence confirms a lance of {TEAM_TAR.FactionDef.Demonym} military units is engaged in maneuvers on {TGT_SYSTEM.name}, within a region we control. This is an aggressive action and {TEAM_EMP.FactionDef.Demonym} operations are at risk as long as this lance is allowed to move unimpeded. Hunt down the enemy lance and eliminate it.";;;
"SimpleBattle_GoneToGround.contractName";"Gone To Ground";"Gone To Ground";;;
"SimpleBattle_GoneToGround.dialogueList0.dialogueContent0.words";"We've got the enemy lance on radar, Commander.";"We've got the enemy lance on radar, Commander.";;;
"SimpleBattle_GoneToGround.dialogueList0.dialogueContent1.words";"They're in this area, and they've powered up—must have seen us coming in on our Leopard.";"They're in this area, and they've powered up—must have seen us coming in on our Leopard.";;;
"SimpleBattle_GoneToGround.dialogueList0.dialogueContent2.words";"Take them down and let's get out of here.";"Take them down and let's get out of here.";;;
"SimpleBattle_GoneToGround.dialogueList1.dialogueContent0.words";"It's damn hard to hide a single 'Mech, much less a whole lance of them. Good work, Commander.";"It's damn hard to hide a single 'Mech, much less a whole lance of them. Good work, Commander.";;;
"SimpleBattle_GoneToGround.dialogueList2.dialogueContent0.words";"This is a disaster. We need to cut our losses and get out of here.";"This is a disaster. We need to cut our losses and get out of here.";;;
"SimpleBattle_GoneToGround.dialogueList3.dialogueContent0.words";"A primary target is damaged, Commander! Keep it up!";"A primary target is damaged, Commander! Keep it up!";;;
"SimpleBattle_GoneToGround.longDescription";"We're in the middle of nowhere, Commander, so that means no witnesses. Convenient.";"We're in the middle of nowhere, Commander, so that means no witnesses. Convenient.";;;
"SimpleBattle_GoneToGround.objectiveList0.description";"The primary objective to destroy the enemy lance.";"The primary objective to destroy the enemy lance.";;;
"SimpleBattle_GoneToGround.objectiveList0.title";"Destroy Enemy Units";"Destroy Enemy Units";;;
"SimpleBattle_GoneToGround.objectiveList1.description";"An OPTIONAL primary objective to destroy the second enemy lance.";"An OPTIONAL primary objective to destroy the second enemy lance.";;;
"SimpleBattle_GoneToGround.objectiveList1.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"SimpleBattle_GoneToGround.shortDescription";"Commander, we were tracking a {TEAM_TAR.FactionDef.Demonym} Leopard DropShip through this region when we lost its signal. Orbital scans suggest the ship made landfall here on {TGT_SYSTEM.Name}, probably hoping to go to ground and hide the military lance it was carrying. It would be convenient if that lance were to disappear, and {TEAM_EMP.FactionDef.Demonym} analysts believe they've isolated the area the target lance is trying to hide in.";"Commander, we were tracking a {TEAM_TAR.FactionDef.Demonym} Leopard DropShip through this region when we lost its signal. Orbital scans suggest the ship made landfall here on {TGT_SYSTEM.Name}, probably hoping to go to ground and hide the military lance it was carrying. It would be convenient if that lance were to disappear, and {TEAM_EMP.FactionDef.Demonym} analysts believe they've isolated the area the target lance is trying to hide in.";;;
"SimpleBattle_LastMechStanding.contractName";"Last 'Mech Standing";"Last 'Mech Standing";;;
"SimpleBattle_LastMechStanding.dialogueList0.dialogueContent0.words";"This is going to be a stand-up fight, Commander - your lance against the opposing force's.";"This is going to be a stand-up fight, Commander - your lance against the opposing force's.";;;
"SimpleBattle_LastMechStanding.dialogueList0.dialogueContent1.words";"Intel says that they're near your current location. Move in and clear them out.";"Intel says that they're near your current location. Move in and clear them out.";;;
"SimpleBattle_LastMechStanding.dialogueList0.dialogueContent2.words";"Good hunting, Commander. Oliveira out.";"Good hunting, Commander. Oliveira out.";;;
"SimpleBattle_LastMechStanding.dialogueList1.dialogueContent0.words";"Targets down, Commander! Let's get you home and collect our pay.";"Targets down, Commander! Let's get you home and collect our pay.";;;
"SimpleBattle_LastMechStanding.dialogueList2.dialogueContent0.words";"Yeah, this is bad. I'm scrubbing this and bringing you home.";"Yeah, this is bad. I'm scrubbing this and bringing you home.";;;
"SimpleBattle_LastMechStanding.dialogueList3.dialogueContent0.words";"A primary target is damaged, Commander! Keep it up!";"A primary target is damaged, Commander! Keep it up!";;;
"SimpleBattle_LastMechStanding.longDescription";"Not much to say, Commander. Shoot to kill.";"Not much to say, Commander. Shoot to kill.";;;
"SimpleBattle_LastMechStanding.objectiveList0.title";"Destroy Enemy Units";"Destroy Enemy Units";;;
"SimpleBattle_LastMechStanding.objectiveList1.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"SimpleBattle_LastMechStanding.shortDescription";"A lance of {TEAM_TAR.FactionDef.Demonym} BattleMechs has been rampaging in {TEAM_EMP.FactionDef.Demonym} territory on {TGT_SYSTEM.name}. They've been razing population centers, burning fields and refineries, looting storage facilities. They're clearly doing everything they can think of to drive our people out. This is terrorism, pure and simple. We need you to find them and destroy them - no escape, and no prisoners.";"A lance of {TEAM_TAR.FactionDef.Demonym} BattleMechs has been rampaging in {TEAM_EMP.FactionDef.Demonym} territory on {TGT_SYSTEM.name}. They've been razing population centers, burning fields and refineries, looting storage facilities. They're clearly doing everything they can think of to drive our people out. This is terrorism, pure and simple. We need you to find them and destroy them - no escape, and no prisoners.";;;
"SimpleBattle_LetterOfMarque.contractName";"Letter of Marque";"Letter of Marque";;;
"SimpleBattle_LetterOfMarque.dialogueList0.dialogueContent0.words";"Enemies detected in the area, Commander.";"Enemies detected in the area, Commander.";;;
"SimpleBattle_LetterOfMarque.dialogueList0.dialogueContent1.words";"Move forward and clear them out.";"Move forward and clear them out.";;;
"SimpleBattle_LetterOfMarque.dialogueList0.dialogueContent2.words";"Remind these bandits what disciplined MechWarriors can do.";"Remind these bandits what disciplined MechWarriors can do.";;;
"SimpleBattle_LetterOfMarque.dialogueList1.dialogueContent0.words";"Good job, Commander. The people can get back to their lives again.";"Good job, Commander. The people can get back to their lives again.";;;
"SimpleBattle_LetterOfMarque.dialogueList2.dialogueContent0.words";"Not a good day. Let's pull out.";"Not a good day. Let's pull out.";;;
"SimpleBattle_LetterOfMarque.dialogueList3.dialogueContent0.words";"A primary target is damaged, Commander! Keep it up!";"A primary target is damaged, Commander! Keep it up!";;;
"SimpleBattle_LetterOfMarque.longDescription";"Commander, we can expect to face experienced pilots in elderly 'Mechs and vehicles. But be careful; there could be more of these 'bandits' than {TEAM_EMP.FactionDef.Name} is letting on.";"Commander, we can expect to face experienced pilots in elderly 'Mechs and vehicles. But be careful; there could be more of these 'bandits' than {TEAM_EMP.FactionDef.Name} is letting on.";;;
"SimpleBattle_LetterOfMarque.objectiveList0.title";"Destroy Enemy Units";"Destroy Enemy Units";;;
"SimpleBattle_LetterOfMarque.objectiveList1.title";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";"Destroy {TEAM_TAR.FactionDef.Demonym} Reinforcements";;;
"SimpleBattle_LetterOfMarque.shortDescription";"The {TEAM_EMP.FactionDef.Demonym} citizens here have been suffering at the hands of a local band of brigands - remnants from a {TEAM_TAR.FactionDef.Demonym} battalion that saw action in the Third Succession War. With no prospects or funds, they've become common criminals. You are to eliminate them, down to the last 'Mech and vehicle.";"The {TEAM_EMP.FactionDef.Demonym} citizens here have been suffering at the hands of a local band of brigands - remnants from a {TEAM_TAR.FactionDef.Demonym} battalion that saw action in the Third Succession War. With no prospects or funds, they've become common criminals. You are to eliminate them, down to the last 'Mech and vehicle.";;;
"SimpleBattle_MaginotLine_NEW.contractName";"Maginot Line";"Maginot Line";;;
"SimpleBattle_MaginotLine_NEW.dialogueList0.dialogueContent0.words";"This is the map grid we're tasked with clearing.";"This is the map grid we're tasked with clearing.";;;
"SimpleBattle_MaginotLine_NEW.dialogueList0.dialogueContent1.words";"Sweep the area, find any enemy guns and bunkers and destroy them.";"Sweep the area, find any enemy guns and bunkers and destroy them.";;;
"SimpleBattle_MaginotLine_NEW.dialogueList1.dialogueContent0.words";"Well done, Commander. That sure put a hole in {TEAM_TAR.FactionDef.Name} defenses.";"Well done, Commander. That sure put a hole in {TEAM_TAR.FactionDef.Name} defenses.";;;
"SimpleBattle_MaginotLine_NEW.dialogueList2.dialogueContent0.words";"There's no way to salvage this situation, Commander. Time to call it.";"There's no way to salvage this situation, Commander. Time to call it.";;;
"SimpleBattle_MaginotLine_NEW.dialogueList3.dialogueContent0.words";"Sumire reports movement, assume there are a mobile enemy force in the AO.";"Sumire reports movement, assume there are a mobile enemy force in the AO.";;;
