"Rescue_BiologicalSample_Hard.contractName";"Tamper-Proof";"Tamper-Proof";;;
"Rescue_BiologicalSample_Hard.dialogueList0.dialogueContent0.words";"Your target is a {TEAM_TAR.FactionDef.Demonym} research facility. You'll be recovering {TEAM_EMP.FactionDef.Demonym} operatives carrying biological sample cases.";"Your target is a {TEAM_TAR.FactionDef.Demonym} research facility. You'll be recovering {TEAM_EMP.FactionDef.Demonym} operatives carrying biological sample cases.";;;
"Rescue_BiologicalSample_Hard.dialogueList0.dialogueContent1.words";"They're ready for extraction when your units reach the facility.";"They're ready for extraction when your units reach the facility.";;;
"Rescue_BiologicalSample_Hard.dialogueList0.dialogueContent2.words";"Pick them up and get them to the evac point.";"Pick them up and get them to the evac point.";;;
"Rescue_BiologicalSample_Hard.dialogueList0.dialogueContent3.words";"Best of luck, Commander.";"Best of luck, Commander.";;;
"Rescue_BiologicalSample_Hard.dialogueList1.dialogueContent0.words";"Mission complete, Commander. Come on back.";"Mission complete, Commander. Come on back.";;;
"Rescue_BiologicalSample_Hard.dialogueList2.dialogueContent0.words";"{TEAM_EMP.FactionDef.Name} isn't going to be happy, Commander. Come back and we'll go over what happened.";"{TEAM_EMP.FactionDef.Name} isn't going to be happy, Commander. Come back and we'll go over what happened.";;;
"Rescue_BiologicalSample_Hard.dialogueList3.dialogueContent0.words";"You're in the right area; hold position until the samples are aboard.";"You're in the right area; hold position until the samples are aboard.";;;
"Rescue_BiologicalSample_Hard.dialogueList4.dialogueContent0.words";"[GENERIC VO] The asset is sustaining damage, Commander!";"[GENERIC VO] The asset is sustaining damage, Commander!";;;
"Rescue_BiologicalSample_Hard.dialogueList5.dialogueContent0.words";"[GENERIC VO] The secondary asset is sustaining damage, Commander!";"[GENERIC VO] The secondary asset is sustaining damage, Commander!";;;
"Rescue_BiologicalSample_Hard.dialogueList6.dialogueContent0.words";"[GENERIC VO] The asset has been recovered, Commander. Good work. ";"[GENERIC VO] The asset has been recovered, Commander. Good work. ";;;
"Rescue_BiologicalSample_Hard.dialogueList7.dialogueContent0.words";"[GENERIC VO] The secondary asset has been recovered, Commander.";"[GENERIC VO] The secondary asset has been recovered, Commander.";;;
"Rescue_BiologicalSample_Hard.dialogueList8.dialogueContent0.words";"The operatives are lost, Commander. For now, focus on getting the sample cases out of there.";"The operatives are lost, Commander. For now, focus on getting the sample cases out of there.";;;
"Rescue_BiologicalSample_Hard.longDescription";"Commander, {TEAM_EMP.FactionDef.Name} isn't kidding about that non-tampering clause. The contract includes twenty pages of protocol for handling the sample cases we'll be recovering.";"Commander, {TEAM_EMP.FactionDef.Name} isn't kidding about that non-tampering clause. The contract includes twenty pages of protocol for handling the sample cases we'll be recovering.";;;
"Rescue_BiologicalSample_Hard.objectiveList0.title";"Secure the Facility to collect the sample cases";"Secure the Facility to collect the sample cases";;;
"Rescue_BiologicalSample_Hard.objectiveList1.description";"UNUSED KILL OBJECTIVE for AutoComplete";"UNUSED KILL OBJECTIVE for AutoComplete";;;
"Rescue_BiologicalSample_Hard.objectiveList1.title";"Hidden KILL OBJECTIVE for OpFor1";"Hidden KILL OBJECTIVE for OpFor1";;;
"Rescue_BiologicalSample_Hard.objectiveList2.title";"Get to the evac zone";"Get to the evac zone";;;
"Rescue_BiologicalSample_Hard.objectiveList3.title";"The 'Mech carrying the sample cases must survive";"The 'Mech carrying the sample cases must survive";;;
"Rescue_BiologicalSample_Hard.objectiveList4.title";"Secure the Secondary Facility to rescue the operatives";"Secure the Secondary Facility to rescue the operatives";;;
"Rescue_BiologicalSample_Hard.objectiveList5.description";"Hidden KILL OBJECTIVE for autocomplete of mission";"Hidden KILL OBJECTIVE for autocomplete of mission";;;
"Rescue_BiologicalSample_Hard.objectiveList5.title";"Hidden KILL OBJECTIVE for OpFor2";"Hidden KILL OBJECTIVE for OpFor2";;;
"Rescue_BiologicalSample_Hard.objectiveList6.title";"The 'Mech carrying the operatives must survive";"The 'Mech carrying the operatives must survive";;;
"Rescue_BiologicalSample_Hard.shortDescription";"We need you to recover our operatives from inside a {TEAM_TAR.FactionDef.Demonym} research facility. They will be carrying highly sensitive scientific materials which must be returned to us. These materials are of a biological nature, and must not be tampered with. Opening or tampering with the materials will be considered a breach of contract.";"We need you to recover our operatives from inside a {TEAM_TAR.FactionDef.Demonym} research facility. They will be carrying highly sensitive scientific materials which must be returned to us. These materials are of a biological nature, and must not be tampered with. Opening or tampering with the materials will be considered a breach of contract.";;;
"Rescue_BlackSite.contractName";"Black Site";"Black Site";;;
"Rescue_BlackSite.dialogueList0.dialogueContent0.words";"Damn. Commander, I just got an update from our employer. The operative's dead.";"Damn. Commander, I just got an update from our employer. The operative's dead.";;;
"Rescue_BlackSite.dialogueList0.dialogueContent1.words";"How do they know? We just got here.";"How do they know? We just got here.";;;
"Rescue_BlackSite.dialogueList0.dialogueContent2.words";"Apparently they had some kind of device that started signaling when their heart stopped. They left the key on an automated broadcast loop, though, so we can still make the pickup.";"Apparently they had some kind of device that started signaling when their heart stopped. They left the key on an automated broadcast loop, though, so we can still make the pickup.";;;
"Rescue_BlackSite.dialogueList0.dialogueContent3.words";"Order a 'Mech into this region and the key will be uploaded to it automatically.";"Order a 'Mech into this region and the key will be uploaded to it automatically.";;;
"Rescue_BlackSite.dialogueList0.dialogueContent4.words";"Keep that 'Mech intact until you reach the extraction LZ, where Sumire will pick you up. Good luck, Commander.";"Keep that 'Mech intact until you reach the extraction LZ, where Sumire will pick you up. Good luck, Commander.";;;
"Rescue_BlackSite.dialogueList1.dialogueContent0.words";"We've got the key. Too bad about the operative.";"We've got the key. Too bad about the operative.";;;
"Rescue_BlackSite.dialogueList1.dialogueContent1.words";"I loathe the priorities given to us by our employers, that allow us to call this a victory.";"I loathe the priorities given to us by our employers, that allow us to call this a victory.";;;
"Rescue_BlackSite.dialogueList2.dialogueContent0.words";"No rescue, and no key. That poor person died for nothing.";"No rescue, and no key. That poor person died for nothing.";;;
"Rescue_BlackSite.dialogueList2.dialogueContent1.words";"Risks of the business, Dr. Murad. Doesn't mean we have to like it.";"Risks of the business, Dr. Murad. Doesn't mean we have to like it.";;;
"Rescue_BlackSite.dialogueList3.dialogueContent0.words";"That's it, Commander. The 'Mech has the key aboard. Get out of there immediately, and keep that 'Mech alive.";"That's it, Commander. The 'Mech has the key aboard. Get out of there immediately, and keep that 'Mech alive.";;;
